"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop"
NA,"MW698668.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698667.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698665.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698664.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698663.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698662.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698661.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698660.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698659.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698658.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698657.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698655.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698654.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698653.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698652.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698651.2",136,1,0,1209,1192,1074,1091,1074,1209
NA,"MW698650.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698649.2",136,1,0,1217,1200,1082,1099,1082,1217
NA,"MW698648.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698647.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698646.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698645.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698644.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698643.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698642.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698641.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698640.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698639.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698638.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698637.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698636.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698635.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698634.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698633.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698632.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698631.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698630.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698629.2",136,1,0,1216,1199,1081,1098,1081,1216
NA,"MW698628.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698626.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698625.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698624.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698623.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698622.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698621.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698620.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698619.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698618.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698617.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698616.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698615.2",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MW698614.2",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MW698613.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698612.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698611.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698610.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698609.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698608.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698607.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698606.2",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MW698605.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698604.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698603.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698602.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698601.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698600.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698599.2",136,1,0,1209,1192,1074,1091,1074,1209
NA,"MW698598.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698597.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698596.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698595.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698594.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698593.2",136,1,0,1209,1192,1074,1091,1074,1209
NA,"MW698592.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698591.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698590.2",136,1,0,1218,1201,1083,1100,1083,1218
NA,"MW698589.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698588.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698587.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698586.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698585.2",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MW698584.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698583.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698582.2",136,1,0,1209,1192,1074,1091,1074,1209
NA,"MW698581.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698580.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698579.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698578.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698577.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698576.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698575.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698574.2",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MW698573.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698572.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698571.2",136,1,0,1209,1192,1074,1091,1074,1209
NA,"MW698570.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698569.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698568.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698567.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698566.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698565.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698564.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698562.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698561.2",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MW698560.2",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MW698559.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698558.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698557.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698556.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698555.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698554.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698553.2",136,1,0,1215,1198,1080,1097,1080,1215
NA,"MW698552.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698551.2",136,1,0,1217,1200,1082,1099,1082,1217
NA,"MW698550.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698549.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698548.2",136,1,0,1218,1201,1083,1100,1083,1218
NA,"MW698547.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698546.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698545.2",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MW698544.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698543.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698542.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698541.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698540.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698539.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698538.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698537.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698536.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698535.2",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MW698534.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698533.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698532.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698531.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698530.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698529.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698528.2",136,1,0,1215,1198,1080,1097,1080,1215
NA,"MW698527.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698526.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698525.2",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MW698524.2",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MW698523.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698522.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698521.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698520.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698519.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698518.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698517.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698516.2",136,1,0,1216,1199,1081,1098,1081,1216
NA,"MW698515.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698514.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698513.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698512.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698511.2",136,1,0,1218,1201,1083,1100,1083,1218
NA,"MW698510.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698509.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698508.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698507.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698506.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698505.2",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MW698504.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698503.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698502.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698501.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698500.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698499.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698498.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698497.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698496.2",136,1,0,1209,1192,1074,1091,1074,1209
NA,"MW698495.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698494.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698493.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698492.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698491.2",136,1,0,1209,1192,1074,1091,1074,1209
NA,"MW698490.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698489.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698488.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698487.2",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MW698486.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698485.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698484.2",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MW698483.2",136,1,0,1216,1199,1081,1098,1081,1216
NA,"MW698482.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698481.2",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MW698480.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MW698479.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698478.2",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MW698477.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698476.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698475.2",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MW698474.2",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MW698473.2",136,1,0,1210,1193,1075,1092,1075,1210
NA,"NC_061044.1",135,1,0,634,617,500,517,500,634
NA,"MZ560861.1",136,1,0,627,610,492,509,492,627
NA,"MZ560860.1",136,1,0,627,610,492,509,492,627
NA,"MZ560859.1",136,1,0,627,610,492,509,492,627
NA,"MZ560852.1",136,1,0,627,610,492,509,492,627
NA,"LC604982.2",135,1,0,559,542,425,442,425,559
NA,"NC_060520.1",138,0,1,653,636,516,533,516,653
NA,"OM154158.1",126,1,0,573,556,448,465,448,573
NA,"MZ848090.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ848085.1",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MZ848063.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ848055.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ848053.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ848043.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ848041.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ848026.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ848023.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ848022.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ848018.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ848013.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ848010.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ848000.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847998.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847994.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847990.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847988.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847984.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847982.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847980.1",136,1,0,1215,1198,1080,1097,1080,1215
NA,"MZ847975.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847965.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847961.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847957.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847949.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847947.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847944.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847936.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847933.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847930.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847928.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847927.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847925.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847924.1",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MZ847921.1",136,1,0,1215,1198,1080,1097,1080,1215
NA,"MZ847920.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847913.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847909.1",136,1,0,1215,1198,1080,1097,1080,1215
NA,"MZ847904.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847902.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847894.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847889.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847888.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847884.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847877.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847876.1",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MZ847870.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847866.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847856.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847849.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847842.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847837.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847833.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847832.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847824.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847818.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847816.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847815.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847814.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847808.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847803.1",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MZ847796.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847795.1",136,1,0,1216,1199,1081,1098,1081,1216
NA,"MZ847792.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847777.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847776.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847773.1",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MZ847766.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847764.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847762.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847761.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847760.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847759.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847755.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847751.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847748.1",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MZ847746.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847745.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847741.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847729.1",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MZ847724.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847723.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847721.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847719.1",136,1,0,1215,1198,1080,1097,1080,1215
NA,"MZ847715.1",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MZ847714.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847712.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847697.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847695.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847689.1",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MZ847688.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847686.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847685.1",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MZ847683.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847682.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847663.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847661.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847659.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847645.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847641.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847637.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847632.1",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MZ847631.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847628.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847622.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847613.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847609.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847601.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847598.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847592.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847589.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847584.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847579.1",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MZ847578.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847571.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847569.1",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MZ847563.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847562.1",136,1,0,1216,1199,1081,1098,1081,1216
NA,"MZ847560.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847551.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847549.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847545.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847536.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847533.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847527.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847523.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847522.1",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MZ847520.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847508.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847503.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847502.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847501.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847498.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847497.1",136,1,0,1216,1199,1081,1098,1081,1216
NA,"MZ847493.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847492.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847488.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847482.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847480.1",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MZ847474.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847472.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847469.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847468.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847465.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847464.1",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MZ847458.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847454.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847435.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847428.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847423.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847418.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847415.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847411.1",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MZ847410.1",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MZ847399.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847388.1",136,1,0,1216,1199,1081,1098,1081,1216
NA,"MZ847386.1",136,1,0,1215,1198,1080,1097,1080,1215
NA,"MZ847361.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847357.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847356.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847337.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847334.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847325.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847324.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847311.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847307.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847303.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847301.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847300.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847297.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847295.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847291.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847290.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847282.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847279.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847278.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847269.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847268.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847265.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847255.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847240.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847239.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847235.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847222.1",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MZ847221.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847218.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847211.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847202.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847200.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847192.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847187.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847186.1",136,1,0,1211,1194,1076,1093,1076,1211
