"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop","database","taxid","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species.group","parvorder","varietas"
NA,"MW720165.1",135,0,0,598,581,464,481,464,598,"nt",103866,"Odontesthes argentinensis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Atheriniformes","Atherinopsidae","Atherinopsinae","Odontesthes",NA,NA,"Atherinomorphae",NA,NA,NA,NA,NA,NA,NA
NA,"MW720164.1",135,0,0,629,612,495,512,495,629,"nt",103866,"Odontesthes argentinensis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Atheriniformes","Atherinopsidae","Atherinopsinae","Odontesthes",NA,NA,"Atherinomorphae",NA,NA,NA,NA,NA,NA,NA
NA,"MW720163.1",135,0,0,629,612,495,512,495,629,"nt",103866,"Odontesthes argentinensis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Atheriniformes","Atherinopsidae","Atherinopsinae","Odontesthes",NA,NA,"Atherinomorphae",NA,NA,NA,NA,NA,NA,NA
NA,"NC_063975.1",136,0,0,632,615,497,514,497,632,"nt",2944962,"Sinocyclocheilus liboensis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Cypriniformes","Cyprinidae","Cyprininae","Sinocyclocheilus",NA,"Ostariophysi","Cypriniphysae",NA,NA,NA,NA,NA,NA,NA
NA,"NC_063973.1",135,0,0,636,619,502,519,502,636,"nt",443676,"Aphareus rutilans","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Lutjaniformes","Lutjanidae","Etelinae","Aphareus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063963.1",135,0,0,643,626,509,526,509,643,"nt",1150732,"Acipenser schrenckii x Acipenser baerii","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Chondrostei","Acipenseriformes","Acipenseridae","Acipenserinae","Acipenser",NA,NA,NA,NA,"Acipenserini",NA,NA,NA,NA,NA
NA,"NC_063951.1",135,0,0,630,613,496,513,496,630,"nt",1302306,"Cottus koreanus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Cottidae",NA,"Cottus","Cottales",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063947.1",135,0,0,630,613,496,513,496,630,"nt",55554,"Tridentiger brevispinis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Gobiiformes","Gobiidae","Gobionellinae","Tridentiger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063781.1",133,0,0,627,610,495,512,495,627,"nt",245772,"Corydoras paleatus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Siluriformes","Callichthyidae",NA,"Corydoras",NA,"Ostariophysi","Characiphysae",NA,NA,NA,NA,NA,NA,NA
NA,"NC_063780.1",133,0,0,627,610,495,512,495,627,"nt",245769,"Corydoras aeneus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Siluriformes","Callichthyidae",NA,"Corydoras",NA,"Ostariophysi","Characiphysae",NA,NA,NA,NA,NA,NA,NA
NA,"NC_063778.1",133,0,0,626,609,494,511,494,626,"nt",350043,"Syngnathus exilis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Syngnathidae","Syngnathinae","Syngnathus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063777.1",133,0,0,626,609,494,511,494,626,"nt",161587,"Syngnathus leptorhynchus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Syngnathidae","Syngnathinae","Syngnathus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063776.1",133,0,0,626,609,494,511,494,626,"nt",362380,"Syngnathus auliscus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Syngnathidae","Syngnathinae","Syngnathus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063775.1",133,0,0,626,609,494,511,494,626,"nt",2576040,"Syngnathus euchrous","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Syngnathidae","Syngnathinae","Syngnathus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063774.1",133,0,0,626,609,494,511,494,626,"nt",320413,"Syngnathus californiensis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Syngnathidae","Syngnathinae","Syngnathus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063752.1",134,0,0,633,616,500,517,500,633,"nt",157061,"Synodontis clarias","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Siluriformes","Mochokidae","Mochokinae","Synodontis",NA,"Ostariophysi","Characiphysae",NA,NA,NA,NA,NA,NA,NA
NA,"NC_063745.1",135,0,0,630,613,496,513,496,630,"nt",166741,"Chaenogobius annularis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Gobiiformes","Gobiidae","Gobionellinae","Chaenogobius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063731.1",136,0,0,640,623,505,522,505,640,"nt",286646,"Sinibrama melrosei","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Cypriniformes","Xenocyprididae","Xenocypridinae","Sinibrama",NA,"Ostariophysi","Cypriniphysae",NA,NA,NA,NA,NA,NA,NA
NA,"NC_063712.1",137,0,0,638,621,502,519,502,638,"nt",152277,"Amazona auropalliata","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Psittaciformes","Psittacidae",NA,"Amazona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063711.1",132,0,0,627,610,496,513,496,627,"nt",86203,"Acanthogobius flavimanus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Gobiiformes","Gobiidae","Gobionellinae","Acanthogobius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063692.1",134,0,0,630,613,497,514,497,630,"nt",34780,"Fundulus lima","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Cyprinodontiformes","Fundulidae",NA,"Fundulus",NA,NA,"Atherinomorphae",NA,NA,NA,NA,NA,NA,NA
NA,"NC_063686.1",135,0,0,634,617,500,517,500,634,"nt",1530207,"Paraqianlabeo lineatus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Cypriniformes","Cyprinidae","Labeoninae","Paraqianlabeo",NA,"Ostariophysi","Cypriniphysae",NA,NA,NA,NA,NA,NA,NA
NA,"NC_063673.1",135,0,0,629,612,495,512,495,629,"nt",244452,"Pseudopleuronectes herzensteini","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Pleuronectiformes","Pleuronectidae",NA,"Pseudopleuronectes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063617.1",135,0,0,630,613,496,513,496,630,"nt",2604715,"Triplophysa zhenfengensis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Cypriniformes","Nemacheilidae",NA,"Triplophysa",NA,"Ostariophysi","Cypriniphysae",NA,NA,NA,NA,NA,NA,NA
NA,"NC_063581.1",136,0,0,635,618,500,517,500,635,"nt",866013,"Hippopotamyrus longilateralis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Osteoglossiformes","Mormyridae",NA,"Hippopotamyrus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063564.1",128,0,0,625,608,498,515,498,625,"nt",36718,"Wallago attu","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Siluriformes","Siluridae",NA,"Wallago",NA,"Ostariophysi","Characiphysae",NA,NA,NA,NA,NA,NA,NA
NA,"NC_063561.1",136,0,0,637,620,502,519,502,637,"nt",161928,"Arctocephalus australis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Otariidae",NA,"Arctocephalus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
NA,"NC_063546.1",135,0,0,631,614,497,514,497,631,"nt",376888,"Myersina filifer","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Gobiiformes","Gobiidae","Gobiinae","Myersina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063530.1",135,0,0,629,612,495,512,495,629,"nt",2755185,"Sillago panhwari","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii",NA,"Sillaginidae",NA,"Sillago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063527.1",137,0,0,649,632,513,530,513,649,"nt",43583,"Sarcoramphus papa","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Accipitriformes","Cathartidae",NA,"Sarcoramphus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063526.1",137,0,0,650,633,514,531,514,650,"nt",33612,"Cathartes burrovianus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Accipitriformes","Cathartidae",NA,"Cathartes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063524.1",136,0,0,636,619,501,518,501,636,"nt",69811,"Leuciscus idus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Cypriniformes","Leuciscidae","Leuciscinae","Leuciscus",NA,"Ostariophysi","Cypriniphysae",NA,NA,NA,NA,NA,NA,NA
NA,"NC_063503.1",135,0,0,630,613,496,513,496,630,"nt",1405576,"Rhynchoconger ectenurus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Anguilliformes","Congridae","Congrinae","Rhynchoconger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063499.1",136,0,0,631,614,496,513,496,631,"nt",129077,"Tylosurus crocodilus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Beloniformes","Belonidae",NA,"Tylosurus",NA,NA,"Atherinomorphae",NA,NA,NA,NA,NA,NA,NA
NA,"NC_063494.1",135,0,0,631,614,497,514,497,631,"nt",1240562,"Ostracion whitleyi","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Tetraodontiformes","Ostraciidae",NA,"Ostracion",NA,NA,NA,"Ostracioidei",NA,NA,NA,NA,NA,NA
NA,"NC_063492.1",135,0,0,631,614,497,514,497,631,"nt",303742,"Canthigaster amboinensis","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Tetraodontiformes","Tetraodontidae",NA,"Canthigaster",NA,NA,NA,"Tetradontoidea",NA,NA,NA,NA,NA,NA
NA,"OM329065.1",136,0,0,627,610,492,509,492,627,"nt",658221,"Chiropotes chiropotes","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Pitheciinae","Chiropotes","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328902.1",136,0,0,626,609,491,508,491,626,"nt",2946515,"Pithecia chrysocephala","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Pitheciinae","Pithecia","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329060.1",136,0,0,629,612,494,511,494,629,"nt",118643,"Ateles chamek","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Atelinae","Ateles","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329059.1",136,0,0,629,612,494,511,494,629,"nt",118643,"Ateles chamek","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Atelinae","Ateles","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329058.1",136,0,0,629,612,494,511,494,629,"nt",1347729,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,"Alouatta seniculus puruensis",NA,NA,"Platyrrhini",NA
NA,"OM329057.1",136,0,0,629,612,494,511,494,629,"nt",118643,"Ateles chamek","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Atelinae","Ateles","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329056.1",136,0,0,631,614,496,513,496,631,"nt",9503,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329055.1",136,0,0,629,612,494,511,494,629,"nt",1347729,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,"Alouatta seniculus puruensis",NA,NA,"Platyrrhini",NA
NA,"OM329054.1",136,0,0,631,614,496,513,496,631,"nt",1347729,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,"Alouatta seniculus puruensis",NA,NA,"Platyrrhini",NA
NA,"OM329053.1",136,0,0,631,614,496,513,496,631,"nt",9503,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329052.1",136,0,0,631,614,496,513,496,631,"nt",9503,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329051.1",136,0,0,631,614,496,513,496,631,"nt",9503,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329050.1",136,0,0,631,614,496,513,496,631,"nt",9503,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329049.1",136,0,0,631,614,496,513,496,631,"nt",2946512,"Alouatta juara","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329048.1",136,0,0,631,614,496,513,496,631,"nt",2946512,"Alouatta juara","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329047.1",136,0,0,631,614,496,513,496,631,"nt",1347729,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,"Alouatta seniculus puruensis",NA,NA,"Platyrrhini",NA
NA,"OM329046.1",136,0,0,631,614,496,513,496,631,"nt",9503,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329045.1",136,0,0,629,612,494,511,494,629,"nt",198115,"Alouatta macconnelli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329044.1",136,0,0,629,612,494,511,494,629,"nt",198115,"Alouatta macconnelli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329043.1",136,0,0,629,612,494,511,494,629,"nt",30590,"Alouatta belzebul","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329042.1",136,0,0,631,614,496,513,496,631,"nt",9503,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329041.1",136,0,0,631,614,496,513,496,631,"nt",9503,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329040.1",136,0,0,631,614,496,513,496,631,"nt",9503,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328958.1",136,0,0,629,612,494,511,494,629,"nt",9510,"Ateles paniscus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Atelinae","Ateles","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328957.1",136,0,0,629,612,494,511,494,629,"nt",118643,"Ateles chamek","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Atelinae","Ateles","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328956.1",136,0,0,629,612,494,511,494,629,"nt",118643,"Ateles chamek","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Atelinae","Ateles","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328955.1",136,0,0,629,612,494,511,494,629,"nt",118643,"Ateles chamek","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Atelinae","Ateles","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328954.1",136,0,0,629,612,494,511,494,629,"nt",118643,"Ateles chamek","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Atelinae","Ateles","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328953.1",136,0,0,629,612,494,511,494,629,"nt",9502,"Alouatta caraya","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328952.1",136,0,0,631,614,496,513,496,631,"nt",9503,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328951.1",136,0,0,629,612,494,511,494,629,"nt",30590,"Alouatta belzebul","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328950.1",136,0,0,629,612,494,511,494,629,"nt",2905217,"Alouatta discolor","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328949.1",136,0,0,629,612,494,511,494,629,"nt",30590,"Alouatta belzebul","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328927.1",136,0,0,629,612,494,511,494,629,"nt",9509,"Ateles geoffroyi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Atelinae","Ateles","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328926.1",136,0,0,630,613,495,512,495,630,"nt",30589,"Alouatta palliata","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328920.1",136,0,0,629,612,494,511,494,629,"nt",9507,"Ateles belzebuth","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Atelinae","Ateles","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328919.1",136,0,0,629,612,494,511,494,629,"nt",118643,"Ateles chamek","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Atelinae","Ateles","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328918.1",136,0,0,629,612,494,511,494,629,"nt",118643,"Ateles chamek","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Atelinae","Ateles","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328917.1",136,0,0,629,612,494,511,494,629,"nt",1347729,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,"Alouatta seniculus puruensis",NA,NA,"Platyrrhini",NA
NA,"OM328916.1",136,0,0,631,614,496,513,496,631,"nt",9503,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328915.1",136,0,0,629,612,494,511,494,629,"nt",198115,"Alouatta macconnelli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328914.1",136,0,0,632,615,497,514,497,632,"nt",9503,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328907.1",136,0,0,629,612,494,511,494,629,"nt",198115,"Alouatta macconnelli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328896.1",136,0,0,629,612,494,511,494,629,"nt",1529884,"Ateles marginatus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Atelinae","Ateles","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328893.1",136,0,0,629,612,494,511,494,629,"nt",9510,"Ateles paniscus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Atelinae","Ateles","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328892.1",136,0,0,629,612,494,511,494,629,"nt",118643,"Ateles chamek","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Atelinae","Ateles","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328891.1",136,0,0,629,612,494,511,494,629,"nt",9502,"Alouatta caraya","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328890.1",136,0,0,631,614,496,513,496,631,"nt",9503,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328889.1",136,0,0,629,612,494,511,494,629,"nt",2905217,"Alouatta discolor","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328888.1",136,0,0,629,612,494,511,494,629,"nt",1347729,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,"Alouatta seniculus puruensis",NA,NA,"Platyrrhini",NA
NA,"OM328887.1",136,0,0,632,615,497,514,497,632,"nt",9503,"Alouatta seniculus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Atelidae","Alouattinae","Alouatta","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
