"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop","amplicon_length","taxid","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species.group","parvorder","varietas"
NA,"ON185629.1",135,0,1,573,556,439,456,439,573,99,2959440,"Etmopterus brosei","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185628.1",135,0,1,573,556,439,456,439,573,99,2959440,"Etmopterus brosei","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185653.1",135,0,1,576,559,442,459,442,576,99,2959441,"Etmopterus bullisi","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185649.1",134,0,1,573,556,440,457,440,573,98,1424660,"Etmopterus compagnoi","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185648.1",134,0,1,573,556,440,457,440,573,98,862832,"Etmopterus dianthus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185645.1",134,0,1,575,558,442,459,442,575,98,862834,"Etmopterus fusus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185644.1",134,1,0,574,557,441,458,441,574,98,671160,"Etmopterus gracilispinis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185642.1",135,0,1,573,556,439,456,439,573,99,454033,"Etmopterus lucifer","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185641.1",135,0,1,574,557,440,457,440,574,99,862654,"Etmopterus molleri","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185639.1",134,0,1,573,556,440,457,440,573,98,862835,"Etmopterus polli","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185638.1",134,0,1,573,556,440,457,440,573,98,473364,"Etmopterus princeps","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185637.1",134,0,1,573,556,440,457,440,573,98,473364,"Etmopterus princeps","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185636.1",134,0,1,572,555,439,456,439,572,98,862836,"Etmopterus pseudosqualiolus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185635.1",134,0,1,575,558,442,459,442,575,98,495852,"Etmopterus pusillus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185634.1",134,0,1,575,558,442,459,442,575,98,2959446,"Etmopterus samadiae","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185633.1",134,0,1,574,557,441,458,441,574,98,862837,"Etmopterus schultzi","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185632.1",135,0,1,573,556,439,456,439,573,99,2959447,"Etmopterus sculptus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185631.1",135,0,1,573,556,439,456,439,573,99,2959447,"Etmopterus sculptus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185627.1",135,0,1,576,559,442,459,442,576,99,862838,"Etmopterus sentosus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185624.1",134,0,1,573,556,440,457,440,573,98,877504,"Etmopterus viator","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON185623.1",134,0,1,573,556,440,457,440,573,98,862839,"Etmopterus virens","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1352192257","KY798443.1",118,0,1,573,556,456,473,456,573,82,71168,"Geotria australis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Geotriidae",NA,"Geotria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983634826","KT185629.1",118,0,1,12316,12299,12199,12216,12199,12316,82,71168,"Geotria australis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Geotriidae",NA,"Geotria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699950997","MN153562.1",118,1,1,146,129,29,46,29,146,82,338475,"Eudontomyzon mariae","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Eudontomyzon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699127961","KM267718.1",118,1,1,11457,11440,11340,11357,11340,11457,82,682880,"Eudontomyzon morii","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Eudontomyzon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698352299","KM267716.1",118,1,1,11435,11418,11318,11335,11318,11435,82,245073,"Ichthyomyzon fossor","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Ichthyomyzon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116733891","DQ889864.1",118,1,1,775,758,658,675,658,775,82,245073,"Ichthyomyzon fossor","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Ichthyomyzon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154501148","KY056640.1",118,1,1,1879,1862,1762,1779,1762,1879,82,302709,"Ichthyomyzon gagei","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Ichthyomyzon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698352316","KM267717.1",118,1,1,11448,11431,11331,11348,11331,11448,82,30308,"Ichthyomyzon unicuspis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Ichthyomyzon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116733887","DQ889860.1",118,1,1,775,758,658,675,658,775,82,30308,"Ichthyomyzon unicuspis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Ichthyomyzon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807201278","KP742974.1",118,1,1,11519,11502,11402,11419,11402,11519,82,7752,"Lampetra aepyptera","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lampetra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699127989","KM267719.1",118,1,1,11454,11437,11337,11354,11337,11454,82,104630,"Lampetra appendix","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lampetra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6523329","Y18683.1",118,1,1,14045,14028,13928,13945,13928,14045,82,7748,"Lampetra fluviatilis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lampetra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993500644","MW652804.1",118,1,1,545,528,428,445,428,545,82,7750,"Lampetra planeri","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lampetra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699950996","MN153561.1",118,1,1,146,129,29,46,29,146,82,7750,"Lampetra planeri","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lampetra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699950995","MN153560.1",118,1,1,146,129,29,46,29,146,82,7750,"Lampetra planeri","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lampetra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690195083","KJ866209.1",118,1,1,1897,1880,1780,1797,1780,1897,82,980415,"Lethenteron camtschaticum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690195068","KJ866208.1",118,1,1,1897,1880,1780,1797,1780,1897,82,980415,"Lethenteron camtschaticum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555297923","KF701113.1",118,1,1,1897,1880,1780,1797,1780,1897,82,980415,"Lethenteron camtschaticum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452755015","KC353468.1",118,1,1,620,603,503,520,503,620,82,980415,"Lethenteron camtschaticum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452754987","KC353466.1",118,1,1,620,603,503,520,503,620,82,7753,"Lethenteron reissneri","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298103871","AB565771.1",118,1,1,1893,1876,1776,1793,1776,1893,82,7753,"Lethenteron reissneri","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC710289.1",118,1,1,493,476,376,393,376,493,82,321337,"Lethenteron sp. N","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC681918.1",118,1,1,546,529,429,446,429,546,82,321337,"Lethenteron sp. N","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC681870.1",118,1,1,549,532,432,449,432,549,82,321337,"Lethenteron sp. N","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC681869.1",118,1,1,545,528,428,445,428,545,82,321337,"Lethenteron sp. N","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC681868.1",118,1,1,540,523,423,440,423,540,82,321337,"Lethenteron sp. N","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC681867.1",118,1,1,549,532,432,449,432,549,82,321337,"Lethenteron sp. N","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC681866.1",118,1,1,543,526,426,443,426,543,82,321337,"Lethenteron sp. N","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC681860.1",118,1,1,548,531,431,448,431,548,82,321337,"Lethenteron sp. N","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC681859.1",118,1,1,540,523,423,440,423,540,82,321337,"Lethenteron sp. N","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC681858.1",118,1,1,548,531,431,448,431,548,82,321337,"Lethenteron sp. N","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC681857.1",118,1,1,549,532,432,449,432,549,82,321337,"Lethenteron sp. N","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC710290.1",118,1,1,492,475,375,392,375,492,82,2012982,"Lethenteron sp. S","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC681910.1",118,1,1,542,525,425,442,425,542,82,2012982,"Lethenteron sp. S","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC681909.1",118,1,1,547,530,430,447,430,547,82,2012982,"Lethenteron sp. S","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC681908.1",118,1,1,539,522,422,439,422,539,82,2012982,"Lethenteron sp. S","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC681907.1",118,1,1,538,521,421,438,421,538,82,2012982,"Lethenteron sp. S","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC681865.1",118,1,1,548,531,431,448,431,548,82,2012982,"Lethenteron sp. S","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC681846.1",118,1,1,486,469,369,386,369,486,82,2012982,"Lethenteron sp. S","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Lethenteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1352192259","KY798444.1",119,1,2,580,563,462,479,462,580,83,7755,"Mordacia mordax","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Mordacia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2048073018","MW856857.1",118,1,1,622,605,505,522,505,622,82,7757,"Petromyzon marinus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Petromyzon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5835065","NC_001626.1",118,1,1,1897,1880,1780,1797,1780,1897,82,7757,"Petromyzon marinus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Petromyzon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1822426315","XM_032975710.1",281,3,3,671,688,951,934,671,951,245,7757,"Petromyzon marinus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Petromyzon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1822426315","XM_032975710.1",266,3,3,671,688,936,919,671,936,230,7757,"Petromyzon marinus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Petromyzon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1822426315","XM_032975710.1",134,3,3,671,688,804,787,671,804,98,7757,"Petromyzon marinus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Petromyzon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1822426315","XM_032975710.1",32,3,3,671,688,702,685,671,702,-4,7757,"Petromyzon marinus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Hyperoartia",NA,"Petromyzontiformes","Petromyzontidae",NA,"Petromyzon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OX258970.1",136,1,0,1959910,1959927,1960045,1960028,1959910,1960045,100,1705790,"Bos gaurus x Bos taurus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Bovidae","Bovinae","Bos","Pecora",NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
NA,"MW713525.1",136,0,0,627,610,492,509,492,627,100,130901,"Rupicapra pyrenaica","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Bovidae","Caprinae","Rupicapra","Pecora",NA,"Laurasiatheria",NA,NA,"Rupicapra pyrenaica parva",NA,NA,NA,NA
NA,"MW713531.1",136,0,0,626,609,491,508,491,626,100,573198,"Rupicapra rupicapra","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Bovidae","Caprinae","Rupicapra","Pecora",NA,"Laurasiatheria",NA,NA,"Rupicapra rupicapra caucasica",NA,NA,NA,NA
NA,"MW713530.1",136,0,0,626,609,491,508,491,626,100,573194,"Rupicapra rupicapra","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Bovidae","Caprinae","Rupicapra","Pecora",NA,"Laurasiatheria",NA,NA,"Rupicapra rupicapra asiatica",NA,NA,NA,NA
NA,"MW713529.1",136,0,0,626,609,491,508,491,626,100,573195,"Rupicapra rupicapra","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Bovidae","Caprinae","Rupicapra","Pecora",NA,"Laurasiatheria",NA,NA,"Rupicapra rupicapra balcanica",NA,NA,NA,NA
NA,"MW713528.1",136,0,0,626,609,491,508,491,626,100,573195,"Rupicapra rupicapra","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Bovidae","Caprinae","Rupicapra","Pecora",NA,"Laurasiatheria",NA,NA,"Rupicapra rupicapra balcanica",NA,NA,NA,NA
NA,"MW713527.1",136,0,0,626,609,491,508,491,626,100,130899,"Rupicapra rupicapra","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Bovidae","Caprinae","Rupicapra","Pecora",NA,"Laurasiatheria",NA,NA,"Rupicapra rupicapra tatrica",NA,NA,NA,NA
NA,"MW713526.1",136,0,0,626,609,491,508,491,626,100,573196,"Rupicapra rupicapra","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Bovidae","Caprinae","Rupicapra","Pecora",NA,"Laurasiatheria",NA,NA,"Rupicapra rupicapra carpatica",NA,NA,NA,NA
NA,"OP120939.1",135,0,0,373,356,239,256,239,373,99,9823,"Sus scrofa","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Suidae",NA,"Sus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
NA,"XR_007455700.1",137,0,0,266,249,130,147,130,266,101,29064,"Panthera uncia","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Felidae","Pantherinae","Panthera",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065092.1",135,1,0,631,614,497,514,497,631,99,470560,"Ictonyx libycus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Mustelidae","Galictinae","Ictonyx",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
NA,"ON653196.1",136,0,0,635,618,500,517,500,635,100,27622,"Molossus molossus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Chiroptera","Molossidae",NA,"Molossus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
NA,"ON357729.1",136,0,0,635,618,500,517,500,635,100,27622,"Molossus molossus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Chiroptera","Molossidae",NA,"Molossus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
NA,"ON310503.1",136,0,0,631,614,496,513,496,631,100,999941,"Anoura cultrata","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Chiroptera","Phyllostomidae","Glossophaginae","Anoura",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
NA,"ON310504.1",136,0,0,632,615,497,514,497,632,100,148021,"Anoura geoffroyi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Chiroptera","Phyllostomidae","Glossophaginae","Anoura",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
NA,"ON321892.1",136,0,0,636,619,501,518,501,636,100,27654,"Artibeus hartii","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Chiroptera","Phyllostomidae","Stenodermatinae","Artibeus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
NA,"ON357726.1",136,0,0,633,616,498,515,498,633,100,9417,"Artibeus jamaicensis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Chiroptera","Phyllostomidae","Stenodermatinae","Artibeus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
NA,"ON357725.1",136,1,0,633,616,498,515,498,633,100,27634,"Artibeus lituratus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Chiroptera","Phyllostomidae","Stenodermatinae","Artibeus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
NA,"ON310505.1",136,0,0,635,618,500,517,500,635,100,138696,"Carollia castanea","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Chiroptera","Phyllostomidae","Carolliinae","Carollia",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
NA,"ON321890.1",136,1,0,633,616,498,515,498,633,100,27646,"Chiroderma salvini","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Chiroptera","Phyllostomidae","Stenodermatinae","Chiroderma",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
NA,"ON357720.1",137,0,0,633,616,497,514,497,633,101,249003,"Choeroniscus minor","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Chiroptera","Phyllostomidae","Glossophaginae","Choeroniscus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
NA,"ON321891.1",136,0,0,633,616,498,515,498,633,100,563994,"Dermanura rava","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Chiroptera","Phyllostomidae","Stenodermatinae","Dermanura",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
NA,"ON321893.1",136,0,0,635,618,500,517,500,635,100,27638,"Glossophaga soricina","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Chiroptera","Phyllostomidae","Glossophaginae","Glossophaga",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
NA,"ON653195.1",136,0,0,636,619,501,518,501,636,100,1303335,"Lonchophylla concava","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Chiroptera","Phyllostomidae","Lonchophyllinae","Lonchophylla",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
